사고다발지FID,사고다발지ID,법정동코드,지점코드,시도시군구명,지점명,발생건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤
6789516,2022051,2920012300,29200004,광주광역시 광산구4,광주광역시 광산구 장덕동(요양병원앞사거리 부근),3,5,0,3,2,0,126.8142675,35.19097424,"{""type"":""Polygon"",""coordinates"":[[[126.8151658,35.19097424],[126.81514854,35.19083102],[126.81509742,35.1906933],[126.81501441,35.19056638],[126.81490269,35.19045513],[126.81476656,35.19036383],[126.81461125,35.19029599],[126.81444274,35.19025421],[126.81426748,35.1902401],[126.81409223,35.19025421],[126.81392371,35.19029599],[126.81376841,35.19036383],[126.81363228,35.19045513],[126.81352056,35.19056638],[126.81343755,35.1906933],[126.81338643,35.19083102],[126.81336917,35.19097424],[126.81338643,35.19111746],[126.81343755,35.19125518],[126.81352056,35.1913821],[126.81363228,35.19149335],[126.81376841,35.19158465],[126.81392371,35.19165249],[126.81409223,35.19169427],[126.81426748,35.19170837],[126.81444274,35.19169427],[126.81461125,35.19165249],[126.81476656,35.19158465],[126.81490269,35.19149335],[126.81501441,35.1913821],[126.81509742,35.19125518],[126.81514854,35.19111746],[126.8151658,35.19097424]]]}"
6789426,2022051,3014011000,30140001,대전광역시 중구1,대전광역시 중구 대사동(충대병원네거리 부근),5,9,0,7,2,0,127.4174614,36.3183031,"{""type"":""Polygon"",""coordinates"":[[[127.41835971,36.3183031],[127.41834245,36.31816189],[127.41829133,36.31802611],[127.41820832,36.31790097],[127.4180966,36.31779129],[127.41796047,36.31770127],[127.41780517,36.31763438],[127.41763665,36.31759319],[127.4174614,36.31757929],[127.41728614,36.31759319],[127.41711763,36.31763438],[127.41696232,36.31770127],[127.41682619,36.31779129],[127.41671448,36.31790097],[127.41663146,36.31802611],[127.41658034,36.31816189],[127.41656308,36.3183031],[127.41658034,36.3184443],[127.41663146,36.31858008],[127.41671448,36.31870522],[127.41682619,36.3188149],[127.41696232,36.31890492],[127.41711763,36.3189718],[127.41728614,36.31901299],[127.4174614,36.3190269],[127.41763665,36.31901299],[127.41780517,36.3189718],[127.41796047,36.31890492],[127.4180966,36.3188149],[127.41820832,36.31870522],[127.41829133,36.31858008],[127.41834245,36.3184443],[127.41835971,36.3183031]]]}"
6790533,2022051,3014011200,30140002,대전광역시 중구2,대전광역시 중구 용두동(오룡역네거리 부근),3,4,0,3,1,0,127.4054175,36.32857179,"{""type"":""Polygon"",""coordinates"":[[[127.40631577,36.32857179],[127.4062985,36.3284306],[127.40624739,36.32829484],[127.40616437,36.32816972],[127.40605266,36.32806005],[127.40591653,36.32797004],[127.40576122,36.32790316],[127.4055927,36.32786198],[127.40541745,36.32784807],[127.4052422,36.32786198],[127.40507368,36.32790316],[127.40491837,36.32797004],[127.40478225,36.32806005],[127.40467053,36.32816972],[127.40458752,36.32829484],[127.4045364,36.3284306],[127.40451914,36.32857179],[127.4045364,36.32871298],[127.40458752,36.32884874],[127.40467053,36.32897386],[127.40478225,36.32908353],[127.40491837,36.32917353],[127.40507368,36.32924041],[127.4052422,36.32928159],[127.40541745,36.3292955],[127.4055927,36.32928159],[127.40576122,36.32924041],[127.40591653,36.32917353],[127.40605266,36.32908353],[127.40616437,36.32897386],[127.40624739,36.32884874],[127.4062985,36.32871298],[127.40631577,36.32857179]]]}"
6789514,2022051,3017011200,30170001,대전광역시 서구1,대전광역시 서구 둔산동(큰마을네거리 부근),4,7,0,6,0,1,127.3768622,36.34910096,"{""type"":""Polygon"",""coordinates"":[[[127.37776052,36.34910096],[127.37774326,36.3489598],[127.37769214,36.34882407],[127.37760912,36.34869899],[127.37749741,36.34858935],[127.37736128,36.34849937],[127.37720597,36.34843251],[127.37703745,36.34839133],[127.3768622,36.34837743],[127.37668695,36.34839133],[127.37651843,36.34843251],[127.37636312,36.34849937],[127.376227,36.34858935],[127.37611528,36.34869899],[127.37603227,36.34882407],[127.37598115,36.3489598],[127.37596389,36.34910096],[127.37598115,36.34924211],[127.37603227,36.34937783],[127.37611528,36.34950292],[127.376227,36.34961256],[127.37636312,36.34970254],[127.37651843,36.3497694],[127.37668695,36.34981057],[127.3768622,36.34982447],[127.37703745,36.34981057],[127.37720597,36.3497694],[127.37736128,36.34970254],[127.37749741,36.34961256],[127.37760912,36.34950292],[127.37769214,36.34937783],[127.37774326,36.34924211],[127.37776052,36.34910096]]]}"
6792437,2022051,3017011300,30170002,대전광역시 서구2,대전광역시 서구 월평동(갑천대교네거리 부근),3,4,0,4,0,0,127.3612414,36.3593614,"{""type"":""Polygon"",""coordinates"":[[[127.36213974,36.3593614],[127.36212247,36.35922026],[127.36207136,36.35908455],[127.36198834,36.35895948],[127.36187663,36.35884985],[127.3617405,36.35875989],[127.36158519,36.35869303],[127.36141667,36.35865187],[127.36124142,36.35863797],[127.36106617,36.35865187],[127.36089765,36.35869303],[127.36074234,36.35875989],[127.36060622,36.35884985],[127.3604945,36.35895948],[127.36041149,36.35908455],[127.36036037,36.35922026],[127.36034311,36.3593614],[127.36036037,36.35950253],[127.36041149,36.35963824],[127.3604945,36.35976331],[127.36060622,36.35987293],[127.36074234,36.3599629],[127.36089765,36.36002975],[127.36106617,36.36007092],[127.36124142,36.36008482],[127.36141667,36.36007092],[127.36158519,36.36002975],[127.3617405,36.3599629],[127.36187663,36.35987293],[127.36198834,36.35976331],[127.36207136,36.35963824],[127.36212247,36.35950253],[127.36213974,36.3593614]]]}"
6792358,2022051,3017010900,30170003,대전광역시 서구3,대전광역시 서구 가장동(파스쿠찌대전용문점 부근),3,7,0,3,4,0,127.3884735,36.33450737,"{""type"":""Polygon"",""coordinates"":[[[127.38937181,36.33450737],[127.38935455,36.33436619],[127.38930343,36.33423044],[127.38922042,36.33410533],[127.3891087,36.33399567],[127.38897257,36.33390567],[127.38881727,36.3338388],[127.38864875,36.33379761],[127.3884735,36.33378371],[127.38829824,36.33379761],[127.38812973,36.3338388],[127.38797442,36.33390567],[127.38783829,36.33399567],[127.38772657,36.33410533],[127.38764356,36.33423044],[127.38759244,36.33436619],[127.38757518,36.33450737],[127.38759244,36.33464855],[127.38764356,36.3347843],[127.38772657,36.33490941],[127.38783829,36.33501907],[127.38797442,36.33510907],[127.38812973,36.33517594],[127.38829824,36.33521712],[127.3884735,36.33523102],[127.38864875,36.33521712],[127.38881727,36.33517594],[127.38897257,36.33510907],[127.3891087,36.33501907],[127.38922042,36.33490941],[127.38930343,36.3347843],[127.38935455,36.33464855],[127.38937181,36.33450737]]]}"
6789496,2022051,3020011900,30200001,대전광역시 유성구1,대전광역시 유성구 노은동(궁동네거리 부근),3,6,0,3,3,0,127.338047,36.36438083,"{""type"":""Polygon"",""coordinates"":[[[127.33894533,36.36438083],[127.33892807,36.3642397],[127.33887695,36.364104],[127.33879394,36.36397894],[127.33868222,36.36386932],[127.3385461,36.36377935],[127.33839079,36.36371251],[127.33822227,36.36367134],[127.33804702,36.36365744],[127.33787177,36.36367134],[127.33770325,36.36371251],[127.33754794,36.36377935],[127.33741181,36.36386932],[127.3373001,36.36397894],[127.33721708,36.364104],[127.33716596,36.3642397],[127.3371487,36.36438083],[127.33716596,36.36452195],[127.33721708,36.36465765],[127.3373001,36.36478271],[127.33741181,36.36489233],[127.33754794,36.36498229],[127.33770325,36.36504914],[127.33787177,36.3650903],[127.33804702,36.3651042],[127.33822227,36.3650903],[127.33839079,36.36504914],[127.3385461,36.36498229],[127.33868222,36.36489233],[127.33879394,36.36478271],[127.33887695,36.36465765],[127.33892807,36.36452195],[127.33894533,36.36438083]]]}"
6792401,2022051,3020013900,30200002,대전광역시 유성구2,대전광역시 유성구 반석동(외삼네거리 부근),3,4,0,3,1,0,127.3114414,36.39589555,"{""type"":""Polygon"",""coordinates"":[[[127.31233973,36.39589555],[127.31232247,36.39575448],[127.31227135,36.39561883],[127.31218834,36.39549382],[127.31207662,36.39538424],[127.31194049,36.39529432],[127.31178519,36.3952275],[127.31161667,36.39518635],[127.31144142,36.39517246],[127.31126616,36.39518635],[127.31109765,36.3952275],[127.31094234,36.39529432],[127.31080621,36.39538424],[127.31069449,36.39549382],[127.31061148,36.39561883],[127.31056036,36.39575448],[127.3105431,36.39589555],[127.31056036,36.39603661],[127.31061148,36.39617226],[127.31069449,36.39629727],[127.31080621,36.39640684],[127.31094234,36.39649677],[127.31109765,36.39656359],[127.31126616,36.39660474],[127.31144142,36.39661863],[127.31161667,36.39660474],[127.31178519,36.39656359],[127.31194049,36.39649677],[127.31207662,36.39640684],[127.31218834,36.39629727],[127.31227135,36.39617226],[127.31232247,36.39603661],[127.31233973,36.39589555]]]}"
6789561,2022051,3111010600,31110001,울산광역시 중구1,울산광역시 중구 성남동(우정지하차도 부근),3,5,0,3,2,0,129.314361,35.55292123,"{""type"":""Polygon"",""coordinates"":[[[129.31525929,35.55292123],[129.31524203,35.55277865],[129.31519091,35.55264155],[129.3151079,35.55251519],[129.31499618,35.55240444],[129.31486005,35.55231355],[129.31470475,35.55224601],[129.31453623,35.55220442],[129.31436098,35.55219038],[129.31418572,35.55220442],[129.31401721,35.55224601],[129.3138619,35.55231355],[129.31372577,35.55240444],[129.31361405,35.55251519],[129.31353104,35.55264155],[129.31347992,35.55277865],[129.31346266,35.55292123],[129.31347992,35.55306381],[129.31353104,35.55320092],[129.31361405,35.55332727],[129.31372577,35.55343802],[129.3138619,35.55352891],[129.31401721,35.55359645],[129.31418572,35.55363804],[129.31436098,35.55365208],[129.31453623,35.55363804],[129.31470475,35.55359645],[129.31486005,35.55352891],[129.31499618,35.55343802],[129.3151079,35.55332727],[129.31519091,35.55320092],[129.31524203,35.55306381],[129.31525929,35.55292123]]]}"
6792440,2022051,3111011500,31110002,울산광역시 중구2,울산광역시 중구 남외동(병영오거리 부근),3,4,0,3,1,0,129.3429594,35.56853422,"{""type"":""Polygon"",""coordinates"":[[[129.34385772,35.56853422],[129.34384045,35.56839167],[129.34378933,35.56825459],[129.34370632,35.56812826],[129.3435946,35.56801753],[129.34345848,35.56792666],[129.34330317,35.56785913],[129.34313465,35.56781755],[129.3429594,35.56780351],[129.34278415,35.56781755],[129.34261563,35.56785913],[129.34246032,35.56792666],[129.3423242,35.56801753],[129.34221248,35.56812826],[129.34212946,35.56825459],[129.34207835,35.56839167],[129.34206108,35.56853422],[129.34207835,35.56867677],[129.34212946,35.56881385],[129.34221248,35.56894018],[129.3423242,35.56905091],[129.34246032,35.56914178],[129.34261563,35.5692093],[129.34278415,35.56925089],[129.3429594,35.56926493],[129.34313465,35.56925089],[129.34330317,35.5692093],[129.34345848,35.56914178],[129.3435946,35.56905091],[129.34370632,35.56894018],[129.34378933,35.56881385],[129.34384045,35.56867677],[129.34385772,35.56853422]]]}"
6789501,2022051,3114010500,31140001,울산광역시 남구1,울산광역시 남구 달동(번영사거리 부근),4,6,0,5,0,1,129.3281287,35.5373875,"{""type"":""Polygon"",""coordinates"":[[[129.32902706,35.5373875],[129.3290098,35.53724489],[129.32895868,35.53710776],[129.32887567,35.53698138],[129.32876395,35.5368706],[129.32862782,35.5367797],[129.32847252,35.53671214],[129.328304,35.53667055],[129.32812874,35.5366565],[129.32795349,35.53667055],[129.32778497,35.53671214],[129.32762967,35.5367797],[129.32749354,35.5368706],[129.32738182,35.53698138],[129.32729881,35.53710776],[129.32724769,35.53724489],[129.32723043,35.5373875],[129.32724769,35.53753011],[129.32729881,35.53766723],[129.32738182,35.53779361],[129.32749354,35.53790438],[129.32762967,35.53799529],[129.32778497,35.53806284],[129.32795349,35.53810444],[129.32812874,35.53811848],[129.328304,35.53810444],[129.32847252,35.53806284],[129.32862782,35.53799529],[129.32876395,35.53790438],[129.32887567,35.53779361],[129.32895868,35.53766723],[129.3290098,35.53753011],[129.32902706,35.5373875]]]}"
6789581,2022051,3114010400,31140002,울산광역시 남구2,울산광역시 남구 신정동(KBS사거리 부근),3,12,0,4,8,0,129.3245556,35.54519464,"{""type"":""Polygon"",""coordinates"":[[[129.32545391,35.54519464],[129.32543665,35.54505205],[129.32538553,35.54491493],[129.32530251,35.54478856],[129.3251908,35.5446778],[129.32505467,35.5445869],[129.32489936,35.54451936],[129.32473084,35.54447776],[129.32455559,35.54446372],[129.32438034,35.54447776],[129.32421182,35.54451936],[129.32405651,35.5445869],[129.32392039,35.5446778],[129.32380867,35.54478856],[129.32372566,35.54491493],[129.32367454,35.54505205],[129.32365728,35.54519464],[129.32367454,35.54533724],[129.32372566,35.54547435],[129.32380867,35.54560072],[129.32392039,35.54571148],[129.32405651,35.54580238],[129.32421182,35.54586992],[129.32438034,35.54591152],[129.32455559,35.54592556],[129.32473084,35.54591152],[129.32489936,35.54586992],[129.32505467,35.54580238],[129.3251908,35.54571148],[129.32530251,35.54560072],[129.32538553,35.54547435],[129.32543665,35.54533724],[129.32545391,35.54519464]]]}"
6789470,2022051,3114010300,31140003,울산광역시 남구3,울산광역시 남구 두왕동(두왕사거리 부근),3,6,0,4,2,0,129.3086163,35.50342406,"{""type"":""Polygon"",""coordinates"":[[[129.30951461,35.50342406],[129.30949735,35.50328139],[129.30944623,35.50314421],[129.30936322,35.50301777],[129.3092515,35.50290695],[129.30911537,35.50281601],[129.30896006,35.50274843],[129.30879155,35.50270681],[129.30861629,35.50269276],[129.30844104,35.50270681],[129.30827252,35.50274843],[129.30811722,35.50281601],[129.30798109,35.50290695],[129.30786937,35.50301777],[129.30778636,35.50314421],[129.30773524,35.50328139],[129.30771798,35.50342406],[129.30773524,35.50356673],[129.30778636,35.50370392],[129.30786937,35.50383035],[129.30798109,35.50394117],[129.30811722,35.50403212],[129.30827252,35.5040997],[129.30844104,35.50414131],[129.30861629,35.50415536],[129.30879155,35.50414131],[129.30896006,35.5040997],[129.30911537,35.50403212],[129.3092515,35.50394117],[129.30936322,35.50383035],[129.30944623,35.50370392],[129.30949735,35.50356673],[129.30951461,35.50342406]]]}"
6789461,2022051,3114010600,31140004,울산광역시 남구4,울산광역시 남구 삼산동(롯데호텔앞교차로 부근),3,6,0,3,3,0,129.337656,35.53922598,"{""type"":""Polygon"",""coordinates"":[[[129.33855435,35.53922598],[129.33853709,35.53908337],[129.33848597,35.53894625],[129.33840295,35.53881987],[129.33829124,35.5387091],[129.33815511,35.53861819],[129.3379998,35.53855064],[129.33783128,35.53850905],[129.33765603,35.538495],[129.33748078,35.53850905],[129.33731226,35.53855064],[129.33715695,35.53861819],[129.33702083,35.5387091],[129.33690911,35.53881987],[129.3368261,35.53894625],[129.33677498,35.53908337],[129.33675772,35.53922598],[129.33677498,35.53936858],[129.3368261,35.53950571],[129.33690911,35.53963209],[129.33702083,35.53974285],[129.33715695,35.53983376],[129.33731226,35.53990131],[129.33748078,35.5399429],[129.33765603,35.53995695],[129.33783128,35.5399429],[129.3379998,35.53990131],[129.33815511,35.53983376],[129.33829124,35.53974285],[129.33840295,35.53963209],[129.33848597,35.53950571],[129.33853709,35.53936858],[129.33855435,35.53922598]]]}"
6792351,2022051,3114010500,31140005,울산광역시 남구5,울산광역시 남구 달동(달리사거리 부근),3,5,0,3,2,0,129.3202513,35.54021123,"{""type"":""Polygon"",""coordinates"":[[[129.32114965,35.54021123],[129.32113239,35.54006863],[129.32108127,35.5399315],[129.32099825,35.53980513],[129.32088654,35.53969436],[129.32075041,35.53960345],[129.3205951,35.5395359],[129.32042659,35.53949431],[129.32025133,35.53948026],[129.32007608,35.53949431],[129.31990756,35.5395359],[129.31975226,35.53960345],[129.31961613,35.53969436],[129.31950441,35.53980513],[129.3194214,35.5399315],[129.31937028,35.54006863],[129.31935302,35.54021123],[129.31937028,35.54035384],[129.3194214,35.54049096],[129.31950441,35.54061733],[129.31961613,35.5407281],[129.31975226,35.54081901],[129.31990756,35.54088655],[129.32007608,35.54092815],[129.32025133,35.54094219],[129.32042659,35.54092815],[129.3205951,35.54088655],[129.32075041,35.54081901],[129.32088654,35.5407281],[129.32099825,35.54061733],[129.32108127,35.54049096],[129.32113239,35.54035384],[129.32114965,35.54021123]]]}"
6792362,2022051,3114010400,31140006,울산광역시 남구6,울산광역시 남구 신정동(속성변화점 부근),3,5,0,3,2,0,129.3144081,35.53543113,"{""type"":""Polygon"",""coordinates"":[[[129.31530643,35.53543113],[129.31528917,35.53528852],[129.31523805,35.53515138],[129.31515503,35.535025],[129.31504332,35.53491423],[129.31490719,35.53482331],[129.31475188,35.53475576],[129.31458336,35.53471416],[129.31440811,35.53470012],[129.31423286,35.53471416],[129.31406434,35.53475576],[129.31390903,35.53482331],[129.31377291,35.53491423],[129.31366119,35.535025],[129.31357818,35.53515138],[129.31352706,35.53528852],[129.3135098,35.53543113],[129.31352706,35.53557374],[129.31357818,35.53571087],[129.31366119,35.53583726],[129.31377291,35.53594803],[129.31390903,35.53603894],[129.31406434,35.53610649],[129.31423286,35.53614809],[129.31440811,35.53616214],[129.31458336,35.53614809],[129.31475188,35.53610649],[129.31490719,35.53603894],[129.31504332,35.53594803],[129.31515503,35.53583726],[129.31523805,35.53571087],[129.31528917,35.53557374],[129.31530643,35.53543113]]]}"
6789562,2022051,3114010500,31140007,울산광역시 남구7,울산광역시 남구 달동(속성변화점 부근),3,4,0,3,1,0,129.3210927,35.5383955,"{""type"":""Polygon"",""coordinates"":[[[129.32199098,35.5383955],[129.32197372,35.53825289],[129.3219226,35.53811576],[129.32183959,35.53798938],[129.32172787,35.53787861],[129.32159174,35.53778771],[129.32143644,35.53772015],[129.32126792,35.53767856],[129.32109267,35.53766451],[129.32091741,35.53767856],[129.3207489,35.53772015],[129.32059359,35.53778771],[129.32045746,35.53787861],[129.32034575,35.53798938],[129.32026273,35.53811576],[129.32021161,35.53825289],[129.32019435,35.5383955],[129.32021161,35.5385381],[129.32026273,35.53867523],[129.32034575,35.53880161],[129.32045746,35.53891238],[129.32059359,35.53900328],[129.3207489,35.53907083],[129.32091741,35.53911243],[129.32109267,35.53912648],[129.32126792,35.53911243],[129.32143644,35.53907083],[129.32159174,35.53900328],[129.32172787,35.53891238],[129.32183959,35.53880161],[129.3219226,35.53867523],[129.32197372,35.5385381],[129.32199098,35.5383955]]]}"
6792340,2022051,3114010400,31140008,울산광역시 남구8,울산광역시 남구 신정동(공업탑로터리 부근),3,4,0,3,1,0,129.3088265,35.53244984,"{""type"":""Polygon"",""coordinates"":[[[129.30972486,35.53244984],[129.3097076,35.53230722],[129.30965648,35.53217008],[129.30957347,35.5320437],[129.30946175,35.53193292],[129.30932562,35.531842],[129.30917032,35.53177445],[129.3090018,35.53173285],[129.30882655,35.5317188],[129.30865129,35.53173285],[129.30848278,35.53177445],[129.30832747,35.531842],[129.30819134,35.53193292],[129.30807963,35.5320437],[129.30799661,35.53217008],[129.30794549,35.53230722],[129.30792823,35.53244984],[129.30794549,35.53259246],[129.30799661,35.5327296],[129.30807963,35.53285598],[129.30819134,35.53296676],[129.30832747,35.53305767],[129.30848278,35.53312523],[129.30865129,35.53316683],[129.30882655,35.53318087],[129.3090018,35.53316683],[129.30917032,35.53312523],[129.30932562,35.53305767],[129.30946175,35.53296676],[129.30957347,35.53285598],[129.30965648,35.5327296],[129.3097076,35.53259246],[129.30972486,35.53244984]]]}"
6792395,2022051,3117010400,31170001,울산광역시 동구1,울산광역시 동구 전하동(속성변화점 부근),3,4,0,4,0,0,129.4319435,35.51557503,"{""type"":""Polygon"",""coordinates"":[[[129.43284181,35.51557503],[129.43282455,35.51543238],[129.43277343,35.51529521],[129.43269042,35.5151688],[129.4325787,35.515058],[129.43244257,35.51496706],[129.43228727,35.51489949],[129.43211875,35.51485788],[129.4319435,35.51484383],[129.43176824,35.51485788],[129.43159972,35.51489949],[129.43144442,35.51496706],[129.43130829,35.515058],[129.43119657,35.5151688],[129.43111356,35.51529521],[129.43106244,35.51543238],[129.43104518,35.51557503],[129.43106244,35.51571768],[129.43111356,35.51585484],[129.43119657,35.51598125],[129.43130829,35.51609206],[129.43144442,35.51618299],[129.43159972,35.51625056],[129.43176824,35.51629217],[129.4319435,35.51630622],[129.43211875,35.51629217],[129.43228727,35.51625056],[129.43244257,35.51618299],[129.4325787,35.51609206],[129.43269042,35.51598125],[129.43277343,35.51585484],[129.43282455,35.51571768],[129.43284181,35.51557503]]]}"
6789481,2022051,3120012700,31200001,울산광역시 북구1,울산광역시 북구 염포동(성내삼거리 부근),4,9,1,5,2,1,129.397902,35.52152463,"{""type"":""Polygon"",""coordinates"":[[[129.39880035,35.52152463],[129.39878309,35.52138199],[129.39873197,35.52124484],[129.39864896,35.52111843],[129.39853724,35.52100764],[129.39840111,35.52091671],[129.3982458,35.52084915],[129.39807729,35.52080754],[129.39790203,35.52079349],[129.39772678,35.52080754],[129.39755826,35.52084915],[129.39740296,35.52091671],[129.39726683,35.52100764],[129.39715511,35.52111843],[129.3970721,35.52124484],[129.39702098,35.52138199],[129.39700372,35.52152463],[129.39702098,35.52166727],[129.3970721,35.52180443],[129.39715511,35.52193083],[129.39726683,35.52204162],[129.39740296,35.52213255],[129.39755826,35.52220011],[129.39772678,35.52224172],[129.39790203,35.52225577],[129.39807729,35.52224172],[129.3982458,35.52220011],[129.39840111,35.52213255],[129.39853724,35.52204162],[129.39864896,35.52193083],[129.39873197,35.52180443],[129.39878309,35.52166727],[129.39880035,35.52152463]]]}"
6789534,2022051,3120012200,31200002,울산광역시 북구2,울산광역시 북구 연암동(상방사거리 부근),3,6,0,4,1,1,129.3602078,35.57962816,"{""type"":""Polygon"",""coordinates"":[[[129.36110616,35.57962816],[129.3610889,35.57948563],[129.36103778,35.57934857],[129.36095477,35.57922226],[129.36084305,35.57911154],[129.36070693,35.57902068],[129.36055162,35.57895317],[129.3603831,35.57891159],[129.36020785,35.57889755],[129.3600326,35.57891159],[129.35986408,35.57895317],[129.35970877,35.57902068],[129.35957264,35.57911154],[129.35946093,35.57922226],[129.35937791,35.57934857],[129.35932679,35.57948563],[129.35930953,35.57962816],[129.35932679,35.5797707],[129.35937791,35.57990775],[129.35946093,35.58003406],[129.35957264,35.58014478],[129.35970877,35.58023564],[129.35986408,35.58030315],[129.3600326,35.58034473],[129.36020785,35.58035877],[129.3603831,35.58034473],[129.36055162,35.58030315],[129.36070693,35.58023564],[129.36084305,35.58014478],[129.36095477,35.58003406],[129.36103778,35.57990775],[129.3610889,35.5797707],[129.36110616,35.57962816]]]}"
6789462,2022051,3120010500,31200003,울산광역시 북구3,울산광역시 북구 신천동(극동스타글래스앞교차 부근),3,4,0,3,0,1,129.3456888,35.63935051,"{""type"":""Polygon"",""coordinates"":[[[129.34658713,35.63935051],[129.34656987,35.63920808],[129.34651875,35.63907112],[129.34643574,35.6389449],[129.34632402,35.63883427],[129.34618789,35.63874348],[129.34603259,35.63867601],[129.34586407,35.63863447],[129.34568882,35.63862044],[129.34551356,35.63863447],[129.34534504,35.63867601],[129.34518974,35.63874348],[129.34505361,35.63883427],[129.34494189,35.6389449],[129.34485888,35.63907112],[129.34480776,35.63920808],[129.3447905,35.63935051],[129.34480776,35.63949293],[129.34485888,35.63962989],[129.34494189,35.6397561],[129.34505361,35.63986674],[129.34518974,35.63995753],[129.34534504,35.64002499],[129.34551356,35.64006654],[129.34568882,35.64008056],[129.34586407,35.64006654],[129.34603259,35.64002499],[129.34618789,35.63995753],[129.34632402,35.63986674],[129.34643574,35.6397561],[129.34651875,35.63962989],[129.34656987,35.63949293],[129.34658713,35.63935051]]]}"
6789430,2022051,4111313700,41113001,경기도 수원시 권선구1,경기도 수원시 권선구 권선동(농수산시장사거리 부근),5,10,0,9,1,0,127.0305409,37.25836052,"{""type"":""Polygon"",""coordinates"":[[[127.03143918,37.25836052],[127.03142192,37.25822103],[127.0313708,37.25808691],[127.03128779,37.25796329],[127.03117607,37.25785495],[127.03103995,37.25776603],[127.03088464,37.25769996],[127.03071612,37.25765927],[127.03054087,37.25764553],[127.03036562,37.25765927],[127.0301971,37.25769996],[127.03004179,37.25776603],[127.02990566,37.25785495],[127.02979395,37.25796329],[127.02971093,37.25808691],[127.02965981,37.25822103],[127.02964255,37.25836052],[127.02965981,37.2585],[127.02971093,37.25863413],[127.02979395,37.25875774],[127.02990566,37.25886608],[127.03004179,37.258955],[127.0301971,37.25902107],[127.03036562,37.25906176],[127.03054087,37.2590755],[127.03071612,37.25906176],[127.03088464,37.25902107],[127.03103995,37.258955],[127.03117607,37.25886608],[127.03128779,37.25875774],[127.0313708,37.25863413],[127.03142192,37.2585],[127.03143918,37.25836052]]]}"
6789464,2022051,4111313700,41113002,경기도 수원시 권선구2,경기도 수원시 권선구 권선동(세권사거리 부근),3,8,0,3,5,0,127.0217597,37.25598175,"{""type"":""Polygon"",""coordinates"":[[[127.02265805,37.25598175],[127.02264079,37.25584226],[127.02258967,37.25570813],[127.02250666,37.25558451],[127.02239494,37.25547616],[127.02225881,37.25538724],[127.02210351,37.25532117],[127.02193499,37.25528048],[127.02175974,37.25526674],[127.02158448,37.25528048],[127.02141596,37.25532117],[127.02126066,37.25538724],[127.02112453,37.25547616],[127.02101281,37.25558451],[127.0209298,37.25570813],[127.02087868,37.25584226],[127.02086142,37.25598175],[127.02087868,37.25612124],[127.0209298,37.25625537],[127.02101281,37.25637898],[127.02112453,37.25648733],[127.02126066,37.25657625],[127.02141596,37.25664232],[127.02158448,37.25668301],[127.02175974,37.25669675],[127.02193499,37.25668301],[127.02210351,37.25664232],[127.02225881,37.25657625],[127.02239494,37.25648733],[127.02250666,37.25637898],[127.02258967,37.25625537],[127.02264079,37.25612124],[127.02265805,37.25598175]]]}"
6789437,2022051,4111514100,41115001,경기도 수원시 팔달구1,경기도 수원시 팔달구 인계동(인계주공사거리 부근),4,14,0,6,6,2,127.0338717,37.26684679,"{""type"":""Polygon"",""coordinates"":[[[127.03477003,37.26684679],[127.03475277,37.26670732],[127.03470165,37.26657321],[127.03461864,37.26644961],[127.03450692,37.26634128],[127.03437079,37.26625237],[127.03421549,37.2661863],[127.03404697,37.26614562],[127.03387171,37.26613189],[127.03369646,37.26614562],[127.03352794,37.2661863],[127.03337264,37.26625237],[127.03323651,37.26634128],[127.03312479,37.26644961],[127.03304178,37.26657321],[127.03299066,37.26670732],[127.0329734,37.26684679],[127.03299066,37.26698626],[127.03304178,37.26712037],[127.03312479,37.26724397],[127.03323651,37.2673523],[127.03337264,37.26744121],[127.03352794,37.26750727],[127.03369646,37.26754795],[127.03387171,37.26756169],[127.03404697,37.26754795],[127.03421549,37.26750727],[127.03437079,37.26744121],[127.03450692,37.2673523],[127.03461864,37.26724397],[127.03470165,37.26712037],[127.03475277,37.26698626],[127.03477003,37.26684679]]]}"
6792371,2022051,4111514100,41115002,경기도 수원시 팔달구2,경기도 수원시 팔달구 인계동(권선초교사거리 부근),3,8,0,5,3,0,127.0241918,37.26374354,"{""type"":""Polygon"",""coordinates"":[[[127.02509012,37.26374354],[127.02507286,37.26360407],[127.02502174,37.26346995],[127.02493873,37.26334635],[127.02482701,37.26323801],[127.02469088,37.2631491],[127.02453558,37.26308303],[127.02436706,37.26304235],[127.02419181,37.26302861],[127.02401655,37.26304235],[127.02384804,37.26308303],[127.02369273,37.2631491],[127.0235566,37.26323801],[127.02344488,37.26334635],[127.02336187,37.26346995],[127.02331075,37.26360407],[127.02329349,37.26374354],[127.02331075,37.26388302],[127.02336187,37.26401713],[127.02344488,37.26414073],[127.0235566,37.26424907],[127.02369273,37.26433798],[127.02384804,37.26440405],[127.02401655,37.26444473],[127.02419181,37.26445847],[127.02436706,37.26444473],[127.02453558,37.26440405],[127.02469088,37.26433798],[127.02482701,37.26424907],[127.02493873,37.26414073],[127.02502174,37.26401713],[127.02507286,37.26388302],[127.02509012,37.26374354]]]}"
